,id,deceased,current_status,branch_id,branch_name,college,gender,location,referrer,league,username
12387,12387,False,cc,12478,HinesJ,Northwestern,Female,"Missoula, Montana",12478,Typhoon,GazzolaL
60450,60450,False,std,21119,BaskinJ,,Female,"New York, New York",34527,Magnolia,GbadamosiF
17424,17424,False,cc,26791,ClarkN,Michigan Technological University/Carnegie Mellon University,Male,"Silver Spring, Maryland",26791,Blue,GeahanPM
46028,46028,False,std,21621,SternJM,Macalester,Male,"Columbus, Ohio",36221,Morningstar,GearinoD
25440,25440,False,std,15297,JordanG,University of Georgia,Female,"Morehead, Kentucky",25240,Archipelago,GearnerC
25240,25240,False,std,15297,JordanG,Purdue University,Female,"Lafayette, Indiana",2738,Archipelago,GearnerO
50318,50318,False,std,10466,IngersollD,The Ohio State University,Male,"Columbus, Ohio",39294,Denali,GearyH
47202,47202,False,cc,36704,GrapenthienM,University of Arizona,Male,"The Woodlands, Texas",36704,Harbor,GearyJ
17625,17625,False,std,19850,RosenbergL2,"University of Kent, University of Oxford",Female,"London, United Kingdom",3158,Canyon,GeaterC
37402,37402,False,std,19239,BraggR,,Male,"Uppsala, Sweden",28357,Meadow,GebertF
65867,65867,False,std,24908,WatkinsAF,UMBC,Male,"Baltimore, Maryland",24908,Patagonia,GeckleD you've been
65940,65940,False,std,35745,GuhaRB,University of Oxford,Male,"London, United Kingdom",52134,Patagonia,GeddesR
18763,18763,False,std,28793,ColocciT,Princeton University,Male,"New York, New York",28793,Nova,GeeS
47759,47759,False,cc,24635,GilmanK,Cornell,Male,"Brooklyn, New York",5603,Seaboard,GeerS
9493,9493,False,std,18373,LindD,Allegheny College,Male,"Mason, Ohio",11770,Summit,GeeringT
5003,5003,False,pm,25527,PollackN,University of Utah,Female,"Bentonville, Arkansas",25527,Delta,GeerlingsL
27172,27172,False,pm,26071,WilesB,"Brown University, Carnegie-Mellon University",Male,"Bethesda, Maryland",26071,Cherry,GefenA
46982,46982,False,std,18948,TomkyN,University of Oregon,Female,"Seattle, Washington",43511,Delta,GehrettA
34033,34033,False,std,24173,CondronK,University of Colorado at Boulder,Male,"Denver, Colorado",21240,Mesa,GehringE
24382,24382,False,std,20582,DeekerA,University of Illinois @ Urbana-Champaign,Male,"Chicago, Illinois",12885,Denali,GehrtT
54853,54853,False,std,21245,SpakK,UCSB,Male,"Morgan Hill, California",18708,Orange,GeierW
61496,61496,False,std,17412,KushnerJ,,Female,"New York, New York",41889,Nova,GeigerD
44413,44413,False,std,19801,RozenM,Kenyon College,Male,"Brooklyn, New York",37931,Palisade,GeigerM
48521,48521,False,std,19801,RozenM,University of Notre Dame,Male,"Columbus, Ohio",44413,Palisade,GeigerM2
65560,65560,False,std,13302,BellA,University of Minnesota,Male,"Northfield, Illinois",62492,Summit,GeigerP
41889,41889,False,std,17412,KushnerJ,"Williams College, Columbia University",Male,"New York, New York",17412,Nova,GeigerT
39541,39541,False,std,2398,SenaratneR,University of California San Diego,Male,"Los Angeles, California",3213,Summit,GeigerZ
60023,60023,False,std,20972,KaplanC,,Female,"Kitchener, Ontario",9444,Rainforest,GeimerM
15642,15642,False,std,26817,AmuzieCC,University of Minnesota,Non-binary,"Saint Paul, Minnesota",29259,Palisade,GeiseM
57798,57798,False,topcont,28973,SchwartzT,,Female,"Washington, DC",54086,Veldt,GeislerL
67411,67411,False,std,19709,NeumannS,,Male,"New York, New York",63953,Orbital,GelbartM
43616,43616,False,std,12575,GelberM,Barnard College,Female,"New York, New York",12575,Denali,GelberE
12575,12575,False,std,12575,GelberM,,Male,"Washington, DC",11366,Denali,GelberM
6135,6135,False,std,22192,SimpsonF,McGill University,Male,"Toronto, Ontario",22192,Continental,GelfandL
18219,18219,False,std,9104,AndersonE2,Yale,Male,"Philadelphia, Pennsylvania",9104,Commonwealth,GelfandM
3070,3070,False,std,5714,WertheimerJ,,Female,"Bedford, New York",5714,Pioneer,GellerL
36662,36662,False,std,5714,WertheimerJ,Pace University,Male,"Brooklyn, New York",3070,Pioneer,GellerV
57343,57343,False,pm,12483,LacksonenD,University of Wisconsin-Madison,Male,"McLean, Virginia",52833,Outback,GellermanJ
24278,24278,False,pm,24278,Gellman-ChomskyB,Brandeis University,Male,"Columbus, Ohio",7519,Meadow,Gellman-ChomskyB
42131,42131,False,pm,11466,ScheinmanB,Tufts,Male,"Mountain View, California",9838,Sugarloaf,GelmanA
66920,66920,False,std,2955,SarwarS,University of Maryland College Park,Female,"Dulles, Virginia",45684,Atlantic,GelsingerM
16156,16156,False,std,17007,GreenzweigG,Saint Louis University,Male,"Ballwin, Missouri",18782,Nova,GelsthorpeM
18782,18782,False,std,17007,GreenzweigG,University of Illinois at Urbana-Champaign,Male,"Urbana, Illinois",14863,Nova,GelsthorpeT
14567,14567,False,std,6723,ZawistowskiS,Haverford College,Male,"Norwich, Vermont",12835,Garden,GemignaniT
2856,2856,False,std,20778,MitchellM,Rutgers University,Male,"Brooklyn, New York",27040,Lyceum,GenauerA
65154,65154,False,pm,13207,BeachE,Bowdoin College,Male,"Brooklyn, New York",49825,Seneca,GencoC
66630,66630,False,std,4004,GoetheJ,Franklin & Marshall,Male,"New York, New York",58619,Windward,GeneraliL
41535,41535,False,std,24269,VenableS,Yale,Female,"Chicago, Illinois",24269,Hinterland,GengaroK
18155,18155,False,std,19934,GuyR,,Male,"Brooklyn, New York",13119,Zenith,GengenbachP
65259,65259,False,std,13207,BeachE,,Female,"New York, New York",58032,Seneca,GennaroJ
28457,28457,False,std,15221,DeTuraM,,Male,"Baltimore, Maryland",12324,Valley,GenoveseR
52294,52294,False,std,15829,OrwantJ,,Male,"Austin, Texas",48770,Maritime,GenrichM
53579,53579,False,std,24702,WolfSarah,Yale University,Male,"Alexandria, Virginia",24702,Quarry,GensburgSam
16591,16591,False,std,16657,CrosslandC,Boston University,Male,"Belmont, California",23420,Highland,GenterR
10476,10476,False,std,7593,TraversK,"Millersville University, Rider University",Male,"Sellersville, Pennsylvania",14903,Piedmont,GentileJ
24008,24008,False,topcont,15135,WoodwardH,Johns Hopkins University,Female,"Arlington, Virginia",26917,Plaza,GentileM
56559,56559,False,std,5692,VinyardS,,Male,"Brooklyn, New York",51780,Alpine,GentileS
49560,49560,False,std,20820,AlayonJ,University of Michigan,Female,"Ann Arbor, Michigan",25663,Forest,GentryB
53219,53219,False,topcont,20820,AlayonJ,University of North Texas,Male,"Dallas, Texas",49560,Forest,GentryD2
15534,15534,False,cc,17440,TanJ,MIT,Male,"Somerville, Massachusetts",27802,Seneca,GentryJ
28864,28864,False,std,13245,LakeT,UCLA,Male,"Los Angeles, California",13245,Cascade,GenudD
29552,29552,False,std,13079,ThombleyP,Queen's University,Male,"Toronto, Ontario",26706,Mesa,GeorgasP
63594,63594,False,std,18275,O'SullivanJ,University of Miami,Male,"Brooklyn, New York",18275,Coastal,GeorgeA2
45411,45411,False,std,8678,StewartDA,University of Southern Mississippi,Male,"Chicago, Illinois",8678,Nova,GeorgeCE
56287,56287,False,std,36534,LaClairPat,,Female,"Richland, Washington",42063,Taiga,GeorgeJaime
53731,53731,False,std,21473,PaquetP,,Male,"Toronto, Ontario",25559,Valley,GeorgeK
7526,7526,False,std,2297,IsalesC,Georgia Institute Of Technology,Male,"Seattle, Washington",7370,Memorial,GeorgeM
23023,23023,False,std,27728,YeungL,,Male,"Brooklyn, New York",25277,Magnolia,GeorgeN
4423,4423,False,std,18373,LindD,Ohio State University,Female,"Mason, Ohio",9493,Summit,GeorgeP
22775,22775,False,std,18398,ZillmannP,,Male,"Bucharest, Romania",27392,Riviera,GeorgeT2
9308,9308,False,pm,11350,LinA,"University of Texas at Austin , Tulane University",Male,"New Orleans, Louisiana",11350,Byzantium,GeraciB
15683,15683,False,std,10900,DohertyK,,Male,"Baltimore, Maryland",27229,Serengeti,GeraghtyA
37149,37149,False,cc,28374,ParkS,Georgian Court University,Female,"New York, New York",13761,Seaboard,GeraghtyP
34940,34940,False,std,28795,PapiasviliD,Columbia University,Female,"Wheaton, Illinois",29191,Orbital,Gerard-LittleP
65549,65549,False,std,1780,ZuckermanM,UCLA,Male,"Danville, California",24221,Wilderness,GerardR
34225,34225,False,pm,18151,O'DonnellM2,Dartmouth College,Male,"Philadelphia, Pennsylvania",11560,Monolith,GerathW
44753,44753,False,pm,17535,KimMH,,Female,"Phoenix, Arizona",43941,Veldt,GerbensA
47677,47677,False,std,24501,IyerM,UW- Milwaukee,Female,"Milwaukee, Wisconsin",24605,Savanna,GerbenskyM
42394,42394,False,std,29087,TodiscoK,"Drew University, New York University",Male,"New Haven, Connecticut",40028,Palisade,GerberAB
51280,51280,False,std,10471,DuncanT,University of North Carolina - Chapel Hill,Male,"Nashville, Tennessee",10471,Highland,GerberCharlie
40028,40028,False,std,29087,TodiscoK,"Colby College, RPI",Male,"Brooklyn, New York",34176,Palisade,GerberJ2
22801,22801,False,std,4731,LipkinA,University at Albany,Female,"Brooklyn, New York",15552,Prairie,GerberS
40443,40443,False,std,22949,CechL,Oberlin,Cisgender Male,"Cleveland Heights, Ohio",36579,Junction,GerbocM2
3159,3159,False,std,4497,WestJ,Autodidacticism,Male,"East Randolph, Vermont",24014,Orange,GerdesN
58809,58809,False,std,6014,DixonM,,Female,"Long Island City, New York",46079,Central,GereckeR
64489,64489,False,std,29852,DugglebyB,Bloomsburg University,Female,"Myerstown, Pennsylvania",61235,Rainforest,GerhartK
61235,61235,False,std,29852,DugglebyB,,Male,"Myerstown, Pennsylvania",23196,Rainforest,GerhartP
62826,62826,False,std,17743,PetreyM,,Male,"New York, New York",48520,Sakura,GerkeL
37658,37658,False,std,28493,PrestemonE,University of Illinois,Male,"Golden Valley , Minnesota",35985,Meadow,GermanG Sbear
56896,56896,False,std,16092,TichenorJ,Colgate University,Female,"Atlanta, Georgia",2644,Keystone,GermanoB
47091,47091,False,std,27158,DavisM3,Northwestern University,Male,"Skokie, Illinois",27158,Alpine,GermuskaJ
15955,15955,False,std,7192,ShapiroJB,Haverford College,Male,"West Hollywood, California",18287,Quetzal,GernandD
40267,40267,False,std,9663,PintoHJ,Pomona College,Male,"Tarzana, California",9663,Foundry,GernesJ
5221,5221,False,std,18133,WuJ,,Female,"San Francisco, California",15793,Glacier,GerrD
44849,44849,False,std,7198,PorterR,Boston College,Male,"Boston, Massachusetts",27874,Archipelago,GerratyM
35273,35273,False,pm,12404,NavissiA,Indiana University,Male,"Cleveland, Ohio",1778,River,GershonA
61546,61546,False,topcont,1848,ColucciT,,Female,"Brooklyn, New York",6667,Olive,GershowitzD
8199,8199,False,std,8199,GersonA,University of Michigan,Female,"Nashville, Tennessee",17203,Patagonia,GersonA
52049,52049,False,pm,52049,GerstenA,,Male,"New York, New York",4215,Sierra,GerstenA
48519,48519,False,std,18890,LivasyD,,Male,"St. Louis, Missouri",45776,Sunrise,GerthD
2538,2538,False,std,7665,BeningoS,University of Alabama,Male,"Kensington, Maryland",9867,Canyon,GerthJ
44658,44658,False,pm,11868,EdwardsG,University of Pennsylvania,Male,"Chicago, Illinois",11868,Utopia,GertsacovA
19456,19456,False,topcont,11868,EdwardsG,,Female,"Brooklyn, New York",13913,Utopia,GertzEJ
50632,50632,False,std,3805,GoldsteinB,United States,Queer,"Fort Wayne, Indiana",28310,Summit,Gervasi-ShellyJ
64919,64919,False,std,13443,BennettJ,Vanderbilt University,Female,"Nashville, Tennessee",26982,Orbital,GerweM
60084,60084,False,std,8501,FlisserA,Cornell University,Male,"Chatham, New Jersey",51963,Utopia,GesellS
26447,26447,False,std,9107,ErnstS,,Male,"Saint Louis, Missouri",26367,Quarry,GesiakowskiM
51159,51159,False,pm,16802,CarlisJ,Kalamazoo College,Male,"Platteville, Wisconsin",12625,Palisade,GesinJ
24362,24362,False,pm,29675,FitzgeraldR,University of Pennsylvania,Male,"Brooklyn, New York",29675,Delta,GetelmanD
58584,58584,False,deactivated,,,,,,,,GetmanD
58534,58534,False,std,16878,BarkerC,University of Iowa,Male,"Tampa, Florida",16878,Frontier,GetschmanB
48947,48947,False,std,8501,FlisserA,Princeton University,Female,"Park City, Utah",46324,Utopia,GetsonL
43163,43163,False,std,19775,WillisonM,Kenyon College,Male,"Philadelphia, Pennsylvania",34229,Union,GettingC
8817,8817,False,std,18509,DawsonKatya,The George Washington University,Male,"Hong Kong, Hong Kong",18509,Woodlands,GetzieG
13202,13202,False,pm,13202,GeyserD,Stanford University,Male,"Los Angeles, California",10297,Pacific,GeyserD
63597,63597,False,std,28067,GarveyJ2,,Male,"Zomba, Malawi",42433,Harbor,GharatY1
36510,36510,False,std,16100,ChangD,University of Chicago,Female,"Chicago, Illinois",9227,Alpine,GhattasT
58830,58830,False,std,8322,ScheetzA,Georgia Institute of Technology,Male,"Chicago, Illinois",43442,Laguna,GhelmanE
19761,19761,False,std,28291,RoosS,,Male,"Cambridge, Massachusetts",11107,Cherry,GhoshD
56768,56768,False,std,29701,BeardsleyP,,Female,"New York, New York",40709,Polaris,GhoshN
62018,62018,False,std,24372,SeressL,Stanford University,Female,"Stanford, California",44400,Sugarloaf,GhoshO
11107,11107,False,pm,28291,RoosS,,Male,"Washington, DC",1267,Cherry,GhoshS
59962,59962,False,std,8002,SankaranA,,Male,"Gurgaon, India",57677,Arcadia,GhoshS2
29829,29829,False,std,17933,CordeiroN,SUNY Brockport,Male,"Brooklyn, New York",19422,Garden,GiacaloneE
5205,5205,False,std,19471,WaxmanJ,Rice University,Male,"Houston, Texas",22089,Pacific,GiaccoK
64221,64221,False,std,39093,CulnaneC,,Female,"Brooklyn, New York",58923,Forest,GiacconeC
56987,56987,False,std,8421,ButterickM,University of Texas at Dallas,Male,"Seattle, Washington",51781,Xanadu,GiambalvoM
41152,41152,False,std,34356,PeaceM,University of Toronto,Male,"Toronto, Ontario",34356,Sierra,GiamouM
22139,22139,False,std,7786,BlakemoreJ,Cornell University,Male,"Brooklyn, New York",17612,Horizon,GianfortiB
18864,18864,False,std,18864,GianiniL,,Female,"New York, New York",20873,Tundra,GianiniL
66948,66948,False,topcont,3598,WilliamsN,,Male,"Rochester, New York",61479,Alpine,GiannettiT
55194,55194,False,std,15951,VickeryC,CSUS,Female,"Sacramento, California",14271,Junction,GianniniA
4885,4885,False,std,7899,KrizelJ,,Male,"Queens, New York",6600,Plaza,GiannoneW
35332,35332,False,std,7899,KrizelJ,Boston University,Female,"Manhasset, New York",6600,Plaza,GiannopoulosM
45423,45423,False,std,16685,CampbellS BAONPDX,,Female,"Springfield, Ohio",44049,Archipelago,GianolaJ
44049,44049,False,std,16685,CampbellS BAONPDX,,Gender Nonconforming,"Seattle, Washington",35652,Archipelago,GianolaM
27375,27375,False,pm,27375,GiaquintoM,New York University,Male,"Arlington, Virginia",24131,Rubicon,GiaquintoM
26298,26298,False,std,12032,IngramB,St. Mary's College of Maryland,Female,"Martinez, Georgia",12032,Tundra,GiardinaB
36780,36780,False,std,3773,ChimkaJ!,,Female,"Vienna, Virginia",3773,Taiga,GibbensD
35550,35550,False,pm,15780,MichaelD,Wheaton College,Male,"Olathe, Kansas",15780,Piedmont,GibbensM
65157,65157,False,std,5457,GreeneJ,GW,Woman,"Port Washington, New York",35698,Prairie,GibbonsL
56470,56470,False,std,21417,Fettweis,St. John's MN; Notre Dame,Male,"Macon, Georgia",45122,Central,GibbonsM
12957,12957,False,std,18824,KardonA,Columbia,Female,"Brooklyn, New York",18824,Centennial,GibbonsR
46113,46113,False,std,12571,HechtR,University of Cambridge,Male,"London, United Kingdom",43923,Continental,GibbonsS
67191,67191,False,std,18540,VaidyaR,,Male,"West Vancouver, British Columbia",52505,Prairie,GibbsP
29744,29744,False,std,14700,LeeD2,The Ohio State University,Male,"Dublin, Ohio",14700,Aurora,GibbsS
57809,57809,False,pm,4272,ZmyslowskiG,The University of Iowa,Male,"Castana, Iowa",4272,Frontier,GiblerM_CabooseMSG
14445,14445,False,std,13637,NovakovicJ,RIT,Male,"Pittsburgh, Pennsylvania",18306,Spring,GibsonA
21988,21988,False,std,19384,GrossB,,Male,"Independence, Missouri",19384,Blue,GibsonB3
12519,12519,False,std,29438,FletcherCC,"University of Tulsa, Indiana University",Male,"Tulsa, Oklahoma",29438,Pioneer,GibsonG
19025,19025,False,std,6104,PoulinW,Ryerson University (Polytechnical Institute),Male,"Etobicoke, Ontario",6104,Continental,GibsonH
27160,27160,False,std,4731,LipkinA,Penn State University,Female,"Pittsburgh, Pennsylvania",5299,Prairie,GibsonJ
52111,52111,False,std,22831,FogartyN,Denison University,Male,"Lexington, Kentucky",22831,Maelstrom,GibsonJ13
64676,64676,False,std,22514,ShryockP,,Male,"Kalamazoo, Michigan",53994,Blue,GibsonJ2
62856,62856,False,pm,25833,AlbertMandyL,American University,Male,"Bellevue, Pennsylvania",48959,Midland,GibsonK
64761,64761,False,pm,25833,AlbertMandyL,American University,Female,"Bellevue, Pennsylvania",62856,Midland,GibsonL
13201,13201,False,pm,24162,ThompsonN,University of Washington,Male,"Seattle, Washington",21158,Orbital,GibsonP
27002,27002,False,std,19046,StainerD,,Male,"Wigan, United Kingdom",14183,Galaxy,GibsonP3
2590,2590,False,std,29713,CauleyS,Murray State University,Male,"Louisville, Kentucky",29713,Elysium,GibsonS
16676,16676,False,std,10327,BlosverenJ,,Female,"Arlington, Massachusetts",4798,Horizon,GibsonS2
53832,53832,False,std,22658,RaskTM,UCLA,Male,"Culver City, California",47259,Foundry,GibsonT
59296,59296,False,std,4893,CondonNJ,High Point University,Male,"Roanoke, Virginia",5069,Laurel,GibsonT77
67834,67834,False,std,37602,ThomasAaron,Miami University,Male,"Lebanon, New Hampshire",62900,Outback,GibsonW
4508,4508,False,pm,12417,KearnsT,Michigan State University,Male,"Takoma Park, Maryland",12417,Sakura,GiddingsN
46616,46616,False,std,6264,ReynaldoA,,Genderqueer,"Kansas City, Missouri",18958,Cosmos,GierK
27304,27304,False,pm,8927,MeinersM,,Male,"Louisville, Kentucky",8927,Rainforest,GierhartB
12405,12405,False,std,12405,GiesbrechtI,BCIT,Male,"Ottawa, Ontario",29699,Taiga,GiesbrechtI
4679,4679,False,pm,8927,MeinersM,Murray State University,Female,"Louisville, Kentucky",20959,Rainforest,GieselB
47930,47930,False,std,15852,CorrinL,Syracuse Univeristy,Male,"Issaquah, Washington",36665,Village,GiffordD
53948,53948,False,pm,24030,WilliamsE23,University of Alabama at Birmingham,Man,"Brooklyn, New York",24030,Patagonia,GigantiC
15098,15098,False,std,10327,BlosverenJ,Rutgers University - New Brunswick,Male,"Rutherford, New Jersey",6525,Horizon,GiglioC
49825,49825,False,cc,13207,BeachE,Vassar College,Male,"New York, New York",47831,Seneca,GilbergD
58192,58192,False,topcont,7192,ShapiroJB,,Female,"Chicago, Illinois",13563,Quetzal,Gilbert-SnyderG
26717,26717,False,std,27085,PrinceM,Seattle University,Female,"Seattle, Washington",20523,Memorial,GilbertB
29575,29575,False,std,22691,VeredJ,Georgetown,Male,"Arlington, Virginia",7130,Laguna,GilbertB2
51795,51795,False,cc,26742,WilliamsK,Princeton,Male,"Andover, Massachusetts",49815,Magnolia,GilbertB3
35336,35336,False,std,12821,KueppersS,SUNY Buffalo,Male,"Fairport, New York",12821,Denali,GilbertC2
20632,20632,False,std,27085,PrinceM,Seattle University,Male,"Las Vegas, Nevada",13475,Memorial,GilbertD3
52581,52581,False,std,8927,MeinersM,"UNC Chapel Hill, Harvard Divinity School",Male,"Raleigh, North Carolina",45958,Rainforest,GilbertG
66362,66362,False,pm,25527,PollackN,Georgia Institute of Technology,Male,"New York, New York",57072,Delta,GilbertJM
28299,28299,False,pm,28299,GilbertJill,Stanford/Columbia,Female,"West Des Moines, Iowa",23295,Boardwalk,GilbertJill
20523,20523,False,std,27085,PrinceM,Boston College,Female,"Seattle, Washington",27085,Memorial,GilbertK
9827,9827,False,std,29109,HensleyB,"Caltech, UCSD",Female,"San Francisco, California",29109,Lyceum,GilbertL
13475,13475,False,pm,27085,PrinceM,Seattle University,Male,"Tacoma, Washington",20523,Memorial,GilbertM3
56121,56121,False,topcont,13079,ThombleyP,UCSD,Female,"Los Angeles, California",13079,Mesa,GilbertM88
17261,17261,False,std,9399,NeitermanJ,,Male,"Washington, DC",9399,Cosmos,GilbertS
45330,45330,False,std,1344,DelaneyS,,Female,"Brechfa, United Kingdom",38692,Evergreen,GilbertS2
28349,28349,False,std,13979,SimonsN,Auburn University,Male,"Atlanta, Georgia",18721,Laurel,GilbertT
8833,8833,False,cc,8833,GilbertW,University of the South (Sewanee),Male,"St. Louis, Missouri",23714,Rainforest,GilbertW
16814,16814,False,std,16814,GilchM,Rutgers University,Male,"Asbury Park, New Jersey",4507,Forest,GilchM
60748,60748,False,std,29495,WeinbergJ,Concordia,Male,"Sainte Anne De Bellevue, Quebec",44266,Plaza,GilchristB
35115,35115,False,pm,6662,RumpfJ,Marist College,Male,"Poughkeepsie, New York",4111,Quarry,GildardM
66027,66027,False,std,28806,SchneiderTee,Northwestern University,Male,"Westbury, New York",59082,Midland,GildenJ
21766,21766,False,std,21637,ArsenaultJ,Agnes Scott College,Female,"Central, New Jersey",24430,Olympic,GilgenbachR
44077,44077,False,topcont,28493,PrestemonE,,Female,"Seattle, Washington",971,Meadow,GilkinsonS
55359,55359,False,pm,24961,ToscoP,,Female,"Columbus, Ohio",6809,Piedmont,GillB
49499,49499,False,std,18067,LevineAS,UC San Diego; Middlebury Institute of International Studies,Male,"Atlanta, Georgia",37764,Yukon,GillH
22612,22612,False,cc,22612,GillJ,Brown University,Male,"Brooklyn, New York",21563,Spring,GillJ
59209,59209,False,std,28815,McNittS,Virginia Tech,Male,"Spring, Texas",58337,Tundra,GillJ29
67532,67532,False,std,27433,MitchellP,,Other,"Livingston, New Jersey",8437,Quarry,GillJ4
62733,62733,False,std,44713,ZunS,Columbia College,Male,"Berkeley, California",44713,Garden,GillJM27
67601,67601,False,std,44713,ZunS,University of California-Berkeley,Female,"Oakland, California",62733,Garden,GillS
57476,57476,False,topcont,18067,LevineAS,Oberlin College,Male,"Los Angeles, California",49499,Yukon,GillZ
67509,67509,False,pm,12547,RoccaforteP,Furman University,Male,"Greenville, South Carolina",65488,Ravenna,GillanM
3142,3142,False,pm,3142,Gillard-ByersN,Washington State University,Male,"Seattle, Washington",15533,Harbor,Gillard-ByersN
52414,52414,False,std,44427,HauptmanK,,Male,"Vienna, Austria",50643,Corridor,GillardN
63397,63397,False,std,3642,PollakO,Cornell University,Female,"New Milford, Connecticut",53538,Blue,GilleceK
9064,9064,False,pm,22831,FogartyN,Washington and Lee University,Male,"Charlotte, North Carolina",22831,Maelstrom,GilleranSD
15808,15808,False,std,28291,RoosS,McGill,Female,"Washington, DC",20854,Cherry,GilleskiS
57859,57859,False,std,12886,MercureT,,Male,"Saint Louis, Missouri",1111,Zenith,GillespieA
56086,56086,False,topcont,15233,ReynoldsC3,,Male,"Norwalk, Connecticut",42095,Maelstrom,GillespieC4
57716,57716,False,topcont,8175,KronerS,Washington University in St. Louis,Male,"Fairport, New York",43881,Zenith,GillettD
18321,18321,False,std,17497,GreilingE,University of Virginia/William and Mary Law,Male,"Arlington, Virginia",17497,Village,GillettT
37551,37551,False,std,17076,Hale-EvansM,University of Kentucky,Gender Nonconforming,"Alameda, California",17076,Rainforest,GilliamE
58488,58488,False,std,17203,SaundersA,,Male,"Austin, Texas",52970,Delta,GilliganJATX
58106,58106,False,pm,18429,KnowlesJ,University of North Carolina School of Medicine,Male,"Chapel Hill, North Carolina",9198,Highland,GilliganP
62768,62768,False,std,37602,ThomasAaron,Boston University,Female,"San Francisco, California",59614,Outback,GillilandB
44872,44872,False,std,7638,BrennerN,Boston University,Male,"Brooklyn, New York",7638,Citadel,GillingJ
4061,4061,False,std,22178,HabermanJ,,Male,"Pittsburgh, Pennsylvania",13164,Boardwalk,GillisB
23185,23185,False,std,13522,SheahanJ,,Female,"Arlington, Virginia",3848,Sakura,GillisM
38942,38942,False,cc,10228,CahnmannJ,TWU,Female,"Arlington, Texas",10228,Keystone,GillisMe
8979,8979,False,pm,21473,PaquetP,University of Ottawa,Male,"Ottawa, Ontario",1710,Valley,GillmoreJ
13682,13682,False,std,19775,WillisonM,Harvard,Female,"Boston, Massachusetts",19775,Union,GilloolyC
24635,24635,False,std,24635,GilmanK,Harvard,Male,"Brooklyn, New York",6653,Seaboard,GilmanK
36886,36886,False,std,1780,ZuckermanM,University of Richmond,Male,"Washington, DC",7489,Wilderness,GilmanN
61042,61042,False,std,9448,PedneauE,University of Maryland,Male,"Charlotte, North Carolina",42791,Taiga,GilmartinJ
10181,10181,False,std,24995,VeltmanN,Stanford University,Male,"Washington, DC",24995,Junction,GilmerG
24750,24750,False,pm,28623,GordonT,,Male,"Alexandria, Virginia",25517,Prairie,GilmoreD
25482,25482,False,std,12571,HechtR,Calvin College/Univ of Maryland,Male,"Lebanon, Ohio",2513,Continental,GilmoreJ
45427,45427,False,std,23162,KingC2,Boston College,Male,"Boston, Massachusetts",40338,Hinterland,GilmoreJS
49995,49995,False,std,24436,HunterTJ,,Male,"San Francisco, California",24436,Sierra,GilmoreR
19312,19312,False,std,29804,DresnerE,,Female,"Shorewood, Wisconsin",18964,Metro,GilmourL
27959,27959,False,std,21767,ThorsleyE,University of South Africa,Female,"Cape Town, South Africa",24381,Delta,GiloweyKA
60555,60555,False,std,11719,TuckerP,Missouri,Male,"St Joseph, Missouri",9406,Fjord,GilpinD
63292,63292,False,std,12336,LevitJE,University of Massachusetts,Male,"Waltham, Massachusetts",12336,Tidewater,GilreathM
26286,26286,False,std,17128,MaebiusA,UT Austin,Male,"Austin, Texas",18365,Highland,GilsterR
9292,9292,False,pm,8225,EdwardsT,,Male,"Tulsa, Oklahoma",8225,Valley,GilstrapJ
52264,52264,False,std,15276,GuinnJP,University of Texas at Austin,Male,"Dallas, Texas",48385,Delta,GilstrapS
60644,60644,False,std,15135,WoodwardH,,Female,"Brooklyn, New York",52123,Plaza,GimbelP
39474,39474,False,std,15135,WoodwardH,The College of William & Mary,Cisgender Male,"Brooklyn, New York",16889,Plaza,GimbelS
64375,64375,False,std,25100,LinJK,UC Berkeley,Female,"Oakland, California",60280,Peninsula,GinW
22175,22175,False,std,21119,BaskinJ,Brown University,Male,"New York, New York",12600,Magnolia,GinsbergS
21198,21198,False,cc,12886,MercureT,Brandeis University,Female,"Washington, DC",12886,Zenith,GinsburgS
5593,5593,False,pm,5593,GinsburghA,Northwestern University,Male,"Seattle, Washington",9160,Glacier,GinsburghA
44578,44578,False,topcont,18893,LivingstonB2,Portland State University,Female,"Roseville, California",19816,Quarry,GintyK
47373,47373,False,std,10937,WooleyE,Stanford University,Male,"Belmont, California",34373,Blue,GioeA
47156,47156,False,std,10937,WooleyE,,Female,"Belmont, California",34373,Blue,GioeM
34421,34421,False,std,13522,SheahanJ,University of Wisconsin-Madison,Male,"Silver Spring, Maryland",22306,Sakura,GioffreC
53737,53737,False,std,41786,Allen-SilviaZ,,Male,"Terryville, Connecticut",45637,Central,GionetM
57113,57113,False,std,8251,PerryC2,Bucknell,Male,"Norwalk, Connecticut",54356,Central,GiordanoJ22
3449,3449,False,std,12799,MageeJ,Notre Dame,Male,"Mountainside, New Jersey",12799,Riviera,GiordanoS
45432,45432,False,std,7928,PayneR22,Ohio University,Male,"Schuyler, Virginia",37032,Denali,GiordanoS13
9867,9867,False,pm,7665,BeningoS,"Case Western Reserve University, Johns Hopkins University",Male,"Silver Spring, Maryland",7665,Canyon,GiorgisJD
58599,58599,False,pm,26446,ConrathS,Haverford College,Male,"Brooklyn, New York",12532,Boardwalk,GiovannelliD
7940,7940,False,pm,19051,CunninghamB,,Male,"Arlington, Virginia",19051,Fjord,GipsonDA
10628,10628,False,std,9707,LawrenceU,Villanova,Male,"London, United Kingdom",8447,Cherry,GirgentiC
